"Text","Language"
"Par exemple, Wikipédia en anglais a adopté le principe américain du fair use[40] (« usage raisonnable », en français), contrairement à Wikipédia en français[41].","French"
"Afin d'augmenter le nombre d'images libres disponibles pour illustrer les articles, le concours photographique international Wiki Loves Earth propose de prendre des photos ayant pour sujet le Patrimoine naturel, puis à les téléverser dans le répertoire Wikimedia Commons.","French"
"Wikimédia Commons héberge plus de 56 millions d'images[42].","French"
"Depuis sa création, le contenu de l'encyclopédie Wikipédia n’a cessé de grandir, en quantité, dans des proportions difficilement imaginables à ses débuts.","French"
"Au départ comparable aux autres encyclopédies existantes, elle les a rapidement dépassées en taille et en couverture[43].","French"
"Wikipédia est l'un des sites les plus fréquentés au monde, avec plus de 600 millions de visites quotidiennes[44].","French"
"Il constitue le plus grand et le plus populaire des ouvrages de références générales d'Internet, avec un total de 160 millions de pages disponibles[45].","French"
"Ainsi, fin 2009, Wikipédia contenait déjà 28,5 millions d'articles, auxquels il convenait d'ajouter les documents de la médiathèque Wikimedia Commons, contenant 5,6 millions de fichiers.","French"
"Ces documents étaient chaque mois consultés par 346 millions de visiteurs uniques[46].","French"
"Le dessin 3D ci-dessous illustre cette volumétrie.","French"
"En 2015, une image 3D de la même volumétrie 2009, reprenant une étude menée par Jacopo Farina et ses collègues[47], a été réalisée à l'aide du logiciel Minecraft[43].","French"
"Wikipédia est un projet multilingue composé de près de 300 projets linguistiques distincts[48].","French"
"Chaque version linguistique est gérée par des communautés de bénévoles différentes et bénéficie d'une certaine autonomie de fonctionnement.","French"
"Les règles d'édition peuvent par exemple varier d'une version linguistique à l'autre.","French"
"Au total, l'ensemble des versions linguistiques représente des milliards de modifications sur des dizaines de millions de pages encyclopédiques, construites par des centaines de milliers de contributeurs.","French"
"Une liste des Wikipédias actualisée régulièrement est disponible sur le site Méta-Wiki.","French"
"Certaines éditions de Wikipédia, telles que les éditions en cebuano et en waray-waray, ont un nombre d'articles très élevé malgré un nombre limité d'utilisateurs, en raison de l'utilisation d'un logiciel ou robot pour générer des articles[49].","French"
"Il existe également un classement qualitatif fondé sur l'existence et la taille des articles d'une liste arbitraire d'environ 1 000 articles que toute édition de Wikipédia devrait avoir[w].","French"
"Le projet Wikipédia ne se limite pas aux langues vivantes comptant un très grand nombre de locuteurs, officielles ou attachées à un pays.","French"
"En effet, des versions de l’encyclopédie Wikipédia sont rédigées dans les langues corse, occitane, bretonne, picarde, basque, catalane, latine, en espéranto, en anglais simplifié.","French"
"Sept versions linguistiques de l'encyclopédie recourent à l'orthographe et à la typographie « Wikipédia » (avec l'accent aigu) pour désigner l'encyclopédie : Les trois éditions de Wikipédia les plus consultées mi‑2010 sont, d'après le site d'Alexa (Internet), la version en anglais avec 54 % du trafic, la version en japonais avec 10,3 % du trafic et la version en allemand avec 8,1 % du trafic.","French"
"Depuis juillet 2020, Abstract Wikipedia est un projet de la Fondation Wikimedia qui vise à créer une version indépendante d'une langue de Wikipédia, en utilisant des données structurées provenant de Wikidata[50].","French"
"Tout lecteur de Wikipédia est un rédacteur ou correcteur potentiel.","French"
"Fin 2008, un sondage est effectué par la Wikimedia Foundation et UNU-MERIT.","French"
"Environ 130 000 lecteurs et contributeurs de Wikipédia y ont répondu, principalement en langues anglaise, allemande et espagnole.","French"
"La moyenne d'âge des sondés est environ 26 ans.","French"
"Une fois les résultats lissés, environ 65 % d'entre eux se déclaraient seulement lecteurs, et 35 % contributeurs.","French"
"Parmi les contributeurs, 48 % d'entre eux avaient fait des études supérieures, et 20 % obtenu un master ou plus.","French"
"Ces contributeurs passent en moyenne 4,3 heures par semaine sur Wikipédia, et leurs motivations principales sont de partager le savoir et de corriger les erreurs[51].","French"
"Certains comptes utilisateurs sont utilisés par des logiciels, dits « robots » ou « bots », programmés pour assurer la maintenance des articles, par exemple pour corriger des erreurs communes d'orthographe ou de mise en forme, lutter contre les vandalismes ou encore, dans certaines éditions de Wikipédia, créer de nombreux nouveaux articles[49],[52].","French"
"En 2014, les robots ont effectué près de 15 % de l'ensemble des contributions[53].","French"
"Il leur arrive de mener des « guerres d'édition » entre eux, parfois pendant plusieurs années[54].","French"
"Les rédacteurs se répartissent généralement par communauté linguistique concentrée sur la rédaction de la version de Wikipédia correspondante, mais interviennent aussi souvent ponctuellement sur les versions de Wikipédia en d'autres langues, ou les projets frères de la Wikimedia Foundation.","French"
"Depuis 2008, les comptes enregistrés peuvent être unifiés : un seul compte sert ainsi à identifier l'utilisateur sur tous les projets de la Wikimedia Foundation.","French"
"Parmi les contributeurs, il y a toujours eu plus d'hommes que de femmes[55].","French"
"En 2010, une étude réalisée à partir d'une enquête auprès des contributeurs et contributrices et des travaux antérieurs sur le genre, l'expérience de l'internet et les compétences à contribuer suggère que ceci est dû en partie au fait que les hommes ont de manière générale plus développé certaines des compétences utiles dans l'Internet pour contribuer à ce type de projet[56],[57].","French"
"Un contributeur est classé « actif » tant qu'il fait au moins cinq modifications par mois.","French"
"Depuis 2007, le nombre de contributeurs actifs sur l'ensemble des versions linguistiques de Wikipédia a presque été divisé par deux[58].","French"
"Un rédacteur peut être identifié par son adresse IP, ou par son pseudonyme s'il l'a enregistré sur le site.","French"
"Plus de 85 millions d'éditeurs ont créé leur compte, 300 000 étant considérés comme actifs[59].","French"
"Au sein de Wikipédia, les comptes utilisateurs disposent de différents statuts techniques gérés par le logiciel MediaWiki et contrôlant les actions qui leur sont permises[x].","French"
"Les critères pour acquérir un statut et la façon de se servir des capacités fournies sont fixés indépendamment par chaque communauté.","French"
"Parmi ces statuts, les principaux sont : La Wikimedia Foundation fournit des statistiques mensuelles sur son site[z].","French"
"On trouve notamment la somme des nombres de contributeurs ayant fait au moins 100 modifications pour l'ensemble des éditions[60] : On trouve également la somme des nombres de contributeurs ayant fait au moins 5 modifications pour l'ensemble des éditions[61] : On trouve également le nombre de pages vues pour l'ensemble des éditions[62] : Les modifications apportées aux articles font l'objet de plusieurs niveaux de surveillance a posteriori, qui permettent de corriger les erreurs les plus évidentes.","French"
"Selon Le Figaro, le cofondateur de Wikipédia, Jimmy Wales, affirme ainsi qu'« en général, la correction d'une erreur ou d'une information fallacieuse a lieu en quelques heures, voire en quelques minutes »[63].","French"
"Une étude de l'université du Minnesota affirme que, jusqu'en 2006, sur deux millions de modifications problématiques, 42 % ont été réparées dans un temps qui rend peu probable leur lecture par un visiteur, alors qu'environ 11 % des vandalismes détectés persistaient après avoir été vus cent fois.","French"
"De la même manière, la grande majorité des vandalismes détectés avaient été corrigés après 15 révisions au plus[64].","French"
"En 2009, Dominique Cardon et Julien Levrel attribuent une partie de la réussite du mode de correction et du processus d'amélioration continue de Wikipédia à une gouvernance fondée sur la « vigilance participative »[65].","French"
"À un premier niveau, tous les changements sont accessibles en temps réel sur une page récapitulant les « modifications récentes ».","French"
"Ce flux est scruté en permanence par des volontaires, ainsi que par quelques automates[66].","French"
"Les vandalismes les plus évidents (écrasements de pages entières, messages d'insulte, graffiti) sont généralement détectés à ce stade, et corrigés dans les secondes ou minutes qui suivent par un retour à la version précédente.","French"
"Ce premier niveau de contrôle porte essentiellement sur la forme.","French"
"Les surveillants volontaires peuvent également corriger des problèmes évidents d'orthographe ou de style, et éventuellement effectuer un contrôle de cohérence rapide sur un ajout particulièrement suspect.","French"
"En 2006, 60 % des « vandalismes » étaient détectés facilement par des humains (modifications dénuées de sens, offensantes ou encore suppressions massives), mais certaines catégories de modifications semblaient plus délicates à repérer : désinformation, suppression partielle, spam et autres[64].","French"
"Le deuxième niveau de contrôle consiste, pour un rédacteur inscrit, à examiner sur sa « liste de suivi » (liste des pages qu'il a marquées pour les surveiller) les modifications apportées récemment.","French"
"Cet examen permet de détecter et corriger assez rapidement les principaux problèmes de fond : erreurs manifestes, ajouts hors sujet, ou manque d'objectivité ou de neutralité dans la formulation.","French"
"Les coauteurs de l'article peuvent ainsi contrôler de manière plus approfondie les ajouts suspects, si nécessaire en s'appuyant sur des sources de référence.","French"
"Quand ces deux premiers niveaux de contrôle conduisent à des corrections, le correcteur volontaire peut examiner ensuite l'ensemble des ajouts effectués par le même contributeur, ce qui peut lui permettre de rattraper des modifications ayant échappé aux deux premiers niveaux de contrôle.","French"
"Quand il apparaît qu'un contributeur « à problème » a trop souvent une contribution négative sur Wikipédia, il peut se faire interdire d'écriture sur toute l'encyclopédie : « Les administrateurs, élus parmi les contributeurs, ont le pouvoir de supprimer ou de protéger des pages, de bloquer ou d'exclure un contributeur à la suite d'une décision du comité d'arbitrage, lui aussi composé de membres choisis par la communauté »[63].","French"
"Les erreurs qui échappent à ces premiers niveaux de contrôle sont des erreurs peu évidentes, ou qui portent sur des articles marginaux, de faible avancement, et peu surveillés.","French"
"Ces erreurs peuvent rester des mois voire des années dans l'article, et restent d'autant plus longtemps que l'article est peu lu et peu modifié[63].","French"
"Elles peuvent être corrigées spontanément par un lecteur.","French"
"De plus, à la faveur d'une nouvelle modification, l'article repasse par les contrôles précédents, et les correcteurs volontaires peuvent décider à cette occasion de le relire en intégralité pour corriger d'éventuelles erreurs anciennes.","French"
"Le dernier niveau de contrôle, collectif, est formé par les projets d'amélioration d'articles rattachés à un thème donné, organisé autour d'un « portail ».","French"
"Dans ce cadre, les articles sont relus, complétés et corrigés, par des volontaires passionnés par ce thème.","French"
"Les articles qui bénéficient de ces relectures sont initialement corrigés, et continuent généralement à être suivis par l'équipe du « portail ».[réf.","French"
"nécessaire] Chaque communauté établit aussi des procédures pour labelliser les articles en fonction de critères spécifiques, ce processus conduit par exemple à deux catégories d'articles : « bon article »[aa] (« good article » sur Wikipédia en anglais) et « article de qualité »[ab] (« featured article » sur Wikipédia en anglais).","French"
"D'autres procédures sont développées et testées par les différentes communautés de langue, comme le projet WikiTrust, des filtres automatiques contrôlant le texte proposé à la publication, ou des versions de travail nécessitant une relecture avant d'être incorporés à la version publiée (flagged revision)[réf.","French"
"souhaitée].","French"
"L'étude menée par des chercheurs de l'université Carnegie-Mellon et du Palo Alto Research Center sur l'année 2008[39] s'intéresse également à la contribution des différents thèmes de l'encyclopédie aux conflits, en décomptant le nombre d'annulations de modification, ramené à la taille de la catégorie correspondant au thème : Les annulations de modification sont plus nombreuses dans certains articles, dont l'ensemble ou une partie du contenu se trouve particulièrement controversé.","French"
"Une étude montre que ces articles diffèrent selon les langues de l'encyclopédie[67].","French"
"Dans l'encyclopédie Wikipédia en français, les dix articles les plus controversés selon le critère des annulations, étaient à fin mars 2010, les suivants : Le statut de Wikipédia en tant que source de référence est un sujet de controverses, en particulier à cause de son système de rédaction ouvert à tous.","French"
"L'audience grandissante de Wikipédia a conduit un grand nombre de personnes à formuler des avis critiques sur la fiabilité des informations présentées dans cette encyclopédie.","French"
"Ces critiques étant récurrentes, une page spéciale de Wikipédia est consacrée aux réponses de participants à Wikipédia aux objections les plus fréquentes[ac].","French"
"Les principales critiques portent sur : Les critiques de Wikipédia l'accusent d'incohérences, de partialité systémique et d'une forme d'anti-élitisme[68], et d'avoir une politique favorisant trop le consensus dans son processus éditorial[69].","French"
"La fiabilité et la précision de Wikipédia sont aussi des questions débattues[70].","French"
"D'autres critiques portent essentiellement sur sa sensibilité au vandalisme et à l'ajout de fausses informations[71], bien que des travaux aient suggéré que le vandalisme est généralement de courte durée[72],[64].","French"
"D'autres critiques se révèlent plutôt positives.","French"
"Ainsi, en juin 2009, le philosophe français Bernard Stiegler estime que Wikipédia, « passage obligé pour tout utilisateur d'Internet », est un « exemple frappant d'économie de la contribution » et que l'encyclopédie « a conçu un système d'intelligence collective en réseau »[73].","French"
"Des études ont été menées sur la qualité du contenu proposée par Wikipédia, et des comparaisons effectuées avec d'autres encyclopédies.","French"
"Ces évaluations fournissent généralement des conclusions positives pour Wikipédia, mais ces résultats font aussi l'objet de critiques[74].","French"
"Le traitement inégalitaire des hommes et des femmes tant en nombre d'articles qu'en qualité et neutralité du contenu, avec une présentation des femmes plus péjorative, fait l'objet d'analyses convergentes[75],[76],[77],[78].","French"
"Toutefois, les études ne concluent pas sur le fait de savoir si ce biais provient des contributeurs eux-mêmes, ou des sources qui leur sont disponibles[75].","French"
"En 2017, la journée internationale des droits des femmes du 8 mars a vu de nombreuses initiatives pour améliorer le nombre d'articles consacrés à des personnalités féminines[79],[80],[81],[82].","French"
"En octobre 2018, lors de l'attribution du Nobel de physique à Donna Strickland, son absence de Wikipédia fait réagir et suscite certaines critiques sur la représentativité des femmes dans l'encyclopédie, tout en pointant du doigt la responsabilité des médias et universitaires qui n'avaient pas préalablement donné de couverture « significative et durable » à cette chercheuse[83].","French"
"Une critique souvent formulée par la communauté transgenre est la transphobie de la communauté anglophone de Wikipédia[84].","French"
"Le refus de l'utilisation de sources primaires peut notamment mener à utiliser les deadnames ou à ne pas respecter l'identité de genre d'une personne, ce qui relève de la transphobie[85],[86].","French"
"La version de Wikipedia en anglais dispose de conventions de style à propos de l'identité de genre qui préconisent que l'article doit utiliser l'identité de genre exprimée par le sujet de l'article (dans la source la plus récente)[86].","French"
"Toutefois, il est à souligner que le magazine Marianne rappelle qu'en quelques heures, ""Ellen"" a été remplacé par ""Elliot"" dans les titres d'articles, sur la fiche wikipédia de Elliot Page[87].","French"
"La Wikimedia Foundation a fait part de son inquiétude quant au départ de personnes contribuant à Wikipédia en raison de harcèlement lié à leur identité de genre[86].","French"
"Par conséquent, Wikipedia adopte un code de conduite pour lutter contre le harcèlement suite aux problèmes comportementaux de certains de ses éditeurs qui aux fils de discussion tournent au pugilat voire au harcèlement par un membre de la communauté à l’encontre d’autres, notamment à l’encontre des femmes, des personnes de la communauté LGBT, etc.","French"
"Jusqu’à ce que le conseil d’administration en vienne à suspendre un administrateur pendant un an, et ce, à l’encontre de la tradition de la communauté qui règle généralement ses problèmes de manière collégiale[88].","French"
"Wikipédia et ses projets parallèles sont des wikis libres.","French"
"Le premier wiki est créé en 1995 par Ward Cunningham, qui l'appelle WikiWikiWeb[ad].","French"
"Un wiki est un site web dynamique, dont les visiteurs autorisés peuvent modifier les pages qu'ils lisent avec leur navigateur web.","French"
"Sur Wikipédia, par exemple, la syntaxe utilisée pour modifier une page est beaucoup plus simple que celle du Hypertext Markup Language, et elle est censée permettre un apprentissage rapide.","French"
"Le fonctionnement de Wikipédia est assuré par le logiciel libre MediaWiki, une plate-forme wiki adaptée à Wikipédia, écrite en PHP et utilisant une base de données MySQL.","French"
"MediaWiki est sous licence GNU GPL et est en 2010 utilisé par tous les projets Wikimedia ainsi que par de nombreux autres sites wikis.","French"
"À l'origine, Wikipédia utilisait le logiciel UseModWiki, développé par Clifford Adams en Perl, et requérant l'usage de la camel case pour la création de liens entre les articles.","French"
"À partir de janvier 2002, la version en anglais de Wikipédia utilise un logiciel développé par Magnus Manske, écrit en PHP — les versions dans les autres langues étant restées sous le logiciel UseModWiki.","French"
"À partir de l'été 2002, tous les sites sont progressivement migrés vers MediaWiki.","French"
"Les informations contenues dans Wikipédia, toutes langues confondues, sont conservées dans une base de données et peuvent être téléchargées[ae].","French"
"Le succès croissant de Wikipédia nécessite l'emploi d'un grand nombre de serveurs informatiques qui fonctionnent tous avec un système d'exploitation GNU/Linux (principalement Ubuntu)[89].","French"
"Ces installations sont présentes à Tampa en Floride, à Amsterdam aux Pays-Bas, et dans le site sud-coréen d'hébergement de Yahoo!","French"
"qui accueille 23 serveurs[Quand ?]","French"
"de la Wikimedia Foundation.","French"
"Les serveurs sont organisés en trois couches : Plusieurs sites web, comme Ganglia[af], permettent de consulter diverses informations sur le fonctionnement des serveurs, notamment la charge des processeurs, la mémoire occupée… Une description précise de l'architecture des serveurs est difficile, car elle change très fréquemment en raison des améliorations régulièrement apportées pour répondre au très fort trafic engendré par la consultation de Wikipédia.","French"
"Cet aspect de Wikipédia est géré par le personnel technique de la Wikimedia Foundation.","French"
"La Wikimedia Foundation possède les différentes marques (Wikipedia, Wikimedia…), les serveurs, les sites web, et agit comme hébergeur web.","French"
"Des associations nationales, ayant pour but de promouvoir Wikipédia et le libre partage des connaissances, existent dans plusieurs pays.","French"
"Elles reprennent généralement l'intitulé « Wikimedia » (Wikimédia Belgique, Wikimédia France[ag], Wikimédia Suisse[ah], etc.).","French"
"Ces associations sont reconnues comme associations locales par la Wikimedia Foundation, mais n'y sont pas juridiquement liées, et n'ont aucune responsabilité sur le contenu de Wikipédia.","French"
"Elles sont généralement désignées comme le chapter (chapitre) pour un pays donné.","French"
"Des associations de ce type sont présentes en Angleterre, en Allemagne, en Argentine, en Australie, en Autriche, en France, à Hong Kong, en Israël, en Italie, aux Pays-Bas, en Pologne, en République tchèque, en Russie, en Serbie, en Suède, en Suisse et à Taïwan[91].","French"
"Les différentes communautés linguistiques et la Wikimedia Foundation s'accordent pour publier Wikipédia et ses projets frères sans recourir à un financement publicitaire[réf.","French"
"nécessaire].","French"
"Soutenue uniquement par des dons des lecteurs, de mécènes et de fondations, la Wikimedia Foundation emploie une trentaine de personnes[ai] (en septembre 2014, 213 noms constituent l'équipe Wikimédia[92]), principalement des techniciens gérant les serveurs hébergeant les différents sites.","French"
"Pour l'année fiscale 2007-2008, elle a reçu 6,4 millions de dollars US[aj] de dons.","French"
"Selon comScore, Wikipédia a acquis une influence mondiale[93].","French"
"Selon comScore et Alexa (Internet), Wikipédia figure depuis 2007 parmi les dix sites les plus visités dans le monde et le seul site non-commercial[94].","French"
"La croissance de Wikipédia a été favorisée par son classement dans les résultats d'une recherche sur Google[95], environ 50 % du trafic des moteurs de recherche vers Wikipédia provenant de Google[96], dont une grande partie est liée à la recherche universitaire[97].","French"
"En avril 2007, le Pew Internet and American Life Project a constaté que le tiers des internautes américains consultaient Wikipédia[98].","French"
"En octobre 2006, le site a été estimé à une valeur de marché hypothétique de 580 millions de dollars américains s'il y avait des publicités[99].","French"
"En juillet 2007, Wikipédia a fait l'objet d'un documentaire de 30 minutes sur la BBC Radio 4[100], qui affirmait que « Wikipédia » était devenu un terme connu par tout le monde, au même titre que « Google », « Facebook » et « YouTube ».","French"
"Le cinéaste néerlandais IJsbrand van Veelen a créé un documentaire télévisé de 45 minutes en avril 2008, The Truth According to Wikipedia[101].","French"
"Dans les pays pauvres, là où le livre est rare, l'abonnement internet hors de prix[102], Wikipédia est massivement utilisé par les étudiants, ainsi que comme produit d'appel par les opérateurs[103].","French"
"Dans un communiqué de presse du 10 novembre 2009, Wikimedia Foundation annonce recevoir plus de 320 millions de visiteurs par mois pour Wikipédia et ses projets frères, d'après comScore Media Metrix[104].","French"
"De nombreux projets d'encyclopédie existent — ou ont déjà existé — sur Internet.","French"
"Certains, tels que la Stanford Encyclopedia of Philosophy[ak] ou la défunte Nupedia, ont adopté une politique éditoriale traditionnelle, avec par exemple un seul auteur par article.","French"
"La forte fréquentation de Wikipédia, combinée aux critiques sur son principe de fonctionnement, ont également poussé au développement de projets concurrents.","French"
"Citizendium est par exemple une encyclopédie en ligne en anglais dirigée par Larry Sanger et publiée sous licence libre.","French"
"Elle se distingue notamment par l'obligation pour les rédacteurs d'indiquer leur nom et de préciser leurs diplômes.","French"
"Le 5 décembre 2009, Citizendium propose 12 790 articles, dont 121 ont été approuvés par son système de sélection.","French"
"À titre de comparaison et à la même date, Wikipédia en anglais propose 3 116 306 articles, dont 2 710 sont présentés comme articles de qualité (featured articles).","French"
"L'exemple de Wikipédia a aussi suscité la création de projets plus spécialisés, comme l'encyclopédie thématique Memory Alpha, consacrée à l'univers de Star Trek, ou le site parodique Désencyclopédie.","French"
"Également inspirée de Wikipédia[105], Wikimini et Vikidia offrent un dessein pédagogique à ces nouveaux wikis en proposant aux enfants et adolescents de construire leur propre encyclopédie en ligne[106].","French"
"D'autres, tels que Susning[al] et l'Enciclopedia Libre Universal en Español, sont des wikis dans lesquels les articles sont écrits par divers collaborateurs sans processus formel de révision.","French"
"Conservapedia est une encyclopédie collaborative en ligne en anglais, conservatrice et créationniste, construite en réaction à la neutralité de point de vue de Wikipédia en anglais, jugée trop « gauchiste » » et « liberal » (au sens américain du terme)[107].","French"
"Le projet Wikipédia a aussi influencé la création d'une encyclopédie d'extrême droite qui se dit « encyclopédie alternative », Metapedia, créée le 26 octobre 2006 en suédois, puis son pendant slave, Wikislavia.","French"
"Metapedia existe en suédois, en anglais, en hongrois, en espagnol, en français, en slovaque, en portugais, en tchèque, en roumain, en allemand, en estonien, en norvégien, en croate, en danois, en néerlandais et en grec.","French"
"Wikislavia existe en russe, en une langue appelée « sibérien », en tchakavien (croate), en kaïkavien (croate), en russe latinisé, en « don-cosaque », en panslavon, en moldave[Quoi ?]","French"
"[réf.","French"
"nécessaire] et en ukrainien.","French"
"Influencées par le positionnement de Wikipédia sur Internet, les Éditions Larousse ont ouvert en mai 2008 leur encyclopédie en ligne à un accès public et gratuit, et développé un espace consacré à des articles rédigés par les internautes[108].","French"
"L'Encyclopædia Universalis propose aussi une version consultable en ligne, sur un modèle payant par abonnement et reposant sur l'érudition de ses auteurs assumant un parti pris éclairé dans la rédaction des articles.","French"
"En octobre 2009, un comparatif du magazine Clubic, portant sur six encyclopédies en ligne francophones, concluait à la prédominance de Wikipédia dans l'exhaustivité et l'actualisation de ses informations, et d'Universalis dans la pertinence.","French"
"L'encyclopédie Larousse était perçue comme un compromis viable, mais cumulant aussi les défauts des deux autres modèles[109].","French"
"En Chine, le moteur de recherche Baidu a ouvert l'encyclopédie en ligne Baidu Baike le 20 avril 2006.","French"
"Le contenu, 1,7 million d'articles en juillet 2009, est rédigé par les internautes sinophones qui cèdent leurs droits d'auteur à Baidu.","French"
"Baike.com est une autre encyclopédie en ligne en chinois : reposant sur une technologie wiki, elle contient, en septembre 2009, 3,23 millions d'articles placés sous copyright.","French"
"Des systèmes de contrôle assurent sur ces deux sites que des informations jugées inappropriées par le gouvernement de la République populaire de Chine ne sont pas publiées.","French"
"À titre de comparaison, Wikipédia en chinois contient 270 000 articles en septembre 2009, et son site web a été fréquemment bloqué en Chine, notamment parce qu'elle présentait des articles sur des sujets sensibles comme les manifestations de la place Tian'anmen, le Falun Gong, ou le dalaï-lama.[réf.","French"
"nécessaire] Wikipédia est devenue un sujet d'actualité, de débat et de satire dans de nombreux pays.","French"
"Certaines sources médiatiques font sa satire en insistant sur le manque de fiabilité de Wikipédia, comme le journal satirique The Onion[110].","French"
"D'autres critiquent le fait que tout le monde peut modifier Wikipédia, comme dans un épisode de la série télévisée The Office, où Michael Scott déclare que « Wikipédia est la meilleure chose de tous les temps.","French"
"N'importe qui dans le monde peut écrire n'importe quoi sur n'importe quel sujet.","French"
"» Des émissions radiophoniques ou télévisées, comme le The Colbert Report, ont plusieurs fois incité les téléspectateurs à modifier les pages de Wikipédia, parfois pour y inclure des informations volontairement erronées ou fantaisistes.","French"
"Inversement, l'illustration Protestataire wikipédien de xkcd s'amuse de l'obsession des Wikipédiens à fournir des sources à toutes les affirmations et dénonce la démagogie des politiques : dans une foule assistant à un discours politique, un individu brandit une pancarte mettant en doute l'assertion de l'homme politique et demandant une référence.","French"
"De nombreux sites internet, comme les blogs, les sites officiels ou journalistiques, peuvent proposer des liens complémentaires vers des articles de Wikipédia pour approfondir un sujet.","French"
"En 2015 puis 2017 un Londonien se sert de la base Wikipédia de façon ludique pour faire voyager virtuellement les internautes[111],[112].","French"
"En 2017, le compositeur biélorusse Ales Tsurko réalise un album à partir d'articles Wikipédia[113].","French"
"Wikipédia et le travail collaboratif qui la produit sont rapidement devenus un objet d'études de la part de chercheurs dont une partie s'est réunie dans un réseau dit Wikimedia Research Network ou travaille avec la Wikimedia Foundation ou les associations locales[114].","French"
"Le contenu de Wikipédia sert de références dans plusieurs articles de la littérature médicale professionnelle.","French"
"Cette tendance, bien que minoritaire, semble en 2014 en augmentation depuis 2010.","French"
"La plupart des citations appuie une définition ou une description.","French"
"Cette situation n'est pas limitée aux journaux à faible facteur d'impact[115].","French"
"Le suivi des consultations des articles de Wikipédia aux États-Unis pourrait refléter la situation épidémique américaine de maladies telles que la grippe[116].","French"
"En 2017, les archives cantonales du canton de Vaud (Suisse) étudient l'utilisation du vecteur Wikipédia « pour mettre en valeur et vulgariser les travaux des historiens »[117].","French"
"Certaines réutilisations ont été jugées inappropriées.","French"
"Aux États-Unis, deux jugements ont été cassés en appel parce qu'un des partis avait présenté du contenu de l'encyclopédie Wikipédia pour soutenir une information : le contenu des articles a été jugé trop volatil pour servir de référence, sans prévaloir de l'exactitude ou non de l'information présentée[118],[119],[120].","French"
"Wikipédia est aussi utilisée comme source pour des articles de presse[121], provoquant des polémiques lorsqu'une information erronée et non supportée par une note de référence indiquant sa source, est reprise sans vérification par les journalistes[122],[123].","French"
"Plusieurs journalistes ont été licenciés pour plagiat de Wikipédia[124],[125],[126].","French"
"En 2007, le Washington Post déclare que Wikipédia était devenue un point central de la campagne électorale de 2008 des États-Unis, en précisant : « Tapez un nom de candidat sur Google et l'un des premiers résultats est une page de Wikipédia, ce qui rend ces entrées peut-être aussi importantes que les publicités pour définir un candidat.","French"
"Ces entrées présidentielles sont déjà modifiées, disséquées et débattues de nombreuses fois chaque jour.","French"
"»[127] Un article d'octobre 2007 de l'agence de presse Reuters indiquait qu'avoir un article sur Wikipédia commençait à prouver la notoriété d'une personne[128].","French"
"Lors de la campagne électorale présidentielle française de 2017, Europe 1 analyse le poids de chaque candidat dans Wikipédia, volumes des articles, posts des discussions, etc.[129].","French"
"Les médias ont ensuite relevé l'engouement de wikipédiens pour créer les 300 articles consécutifs aux élections législatives[130],[131].","French"
"À la suite de l’élection de nombreux nouveaux députés élus pour la première fois à l'Assemblée nationale, des wikipédiens « ont souvent dû créer ex-nihilo de nouveaux articles » sur les nouveaux parlementaires.","French"
"Le Parisien rapporte que « seuls 56 des 309 députés élus d'En Marche !","French"
"avaient une page Wikipédia avant le premier tour des législatives »[132].","French"
"Selon L'Obs, lors de la création d'articles sur ces personnalités des « tentatives de censure » ont été enregistrées sur les articles concernant Alain Péréa, Buon Tan, Émilie Guerel et Didier Martin qui « ont fait l'objet d'interventions visiblement partisanes »[133].","French"
"La volonté de Wikipédia de diffuser du contenu libre, y compris pour nombre de ses illustrations, a eu une petite influence en Italie sur le débat parlementaire relatif aux libertés et à la protection du droit d'auteur.","French"
"Le 28 septembre 2007, l'homme politique italien Franco Grillini a soulevé une question parlementaire adressée à la ministre des ressources culturelles et des activités, sur la nécessité d'introduire dans la législation italienne la liberté de panorama telle qu'elle existe dans d'autres pays européens.","French"
"Il a affirmé que l'absence de cette liberté forçait Wikipédia, « le septième site le plus consulté », à interdire toutes les images de bâtiments modernes et d'art moderne italien, et a déclaré que c'était très handicapant pour les recettes touristiques[134].","French"
"Le contenu figurant sur Wikipédia a également été cité comme une source de référence dans certains rapports de la communauté du renseignement des États-Unis[135].","French"
"Le 10 mars 2015, l'Union américaine pour les libertés civiles (ACLU) a déposé une plainte au nom d'Amnesty International États-Unis, de Human Rights Watch (HRW) et de sept autres organisations non-gouvernementales, médiatiques et juridiques, dont la fondation Wikimedia, à l'encontre de la National Security Agency (NSA), l'accusant d'avoir « dépassé l'autorité que le Congrès lui confère ».","French"
"La plainte argue que les droits constitutionnels des plaignants sont violés, en particulier le Premier Amendement qui protège la liberté de parole et de la presse, et le Quatrième Amendement qui interdit « les fouilles ou saisies sans raison ».","French"
"Lila Tretikov, directrice de la Fondation Wikimedia, déclare alors « Wikipedia est fondé sur la liberté d'expression, d'enquête et d'information.","French"
"En violant la vie privée de nos usagers, la NSA menace la liberté intellectuelle qui est centrale pour la capacité à créer et à comprendre des connaissances »[136].","French"
"Le 12 juin 2015, la Wikimedia Foundation annonce l'utilisation du protocole de communication chiffré HTTPS pour tout le trafic Wikimedia, dans l'optique de contrer la surveillance globale exercée par la NSA, qui profite en particulier des insuffisances du protocole de communication HTTP en matière de sécurité[137],[138].","French"
